Topic ID: D1410_TRAIN | Citance Number: 10 | Citation Text: abundant solid cervical mir-24 up-regulated mirnas cancer cancers | Reference Offset: [457-696', 5101-5216', 5602-5791'] | Reference Text: species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski subset lesions demonstrate cervical significantly mirnas cancers total clones species mirna mirnas cloned abundant mir-21 mir-24 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 10 | Citation Text: kras oncogenic functional dependent mutant appears | Reference Offset: [1250-1525', 3569-3694', 9755-9913'] | Reference Text: c-raf therapeutic prevents dependent normal adult mice nsclc target k-ras-driven initiation information mediate signaling oncogenic pathways ras cancer erk single development erk2 erk1 observations process sufficient kinase nsclc signaling oncogenic initiate | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_TRAIN | Citance Number: 11 | Citation Text: plates grown pre-mirna repression ng 500 | Reference Offset: [42784-42972', 6456-6611', 10970-11100'] | Reference Text: product ng pcr 500 cases pre-mirna indicating detected mirnas accumulation screen presence grown absence rasv12 flow weeks | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1430_EVAL | Citance Number: 4 | Citation Text: subset mice host vitro pancreatic require lines survival cancer growth | Reference Offset: [522-707', 7162-7370', 11325-11564'] | Reference Text: k-ras shrnas mutations maintain lung viability pancreatic lines require cancer lung adenocarcinoma pancreatic lines significantly low suppressor regulator tumor related striking signaling pancreatic akt lines negative cancer pten | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 4 | Citation Text: gfpt1 rnai reduced vitro importantly blocked tumor knockdown vivo growth | Reference Offset: [15379-15605', 15607-15833', 21995-22378'] | Reference Text: tumor gfpt1 level reduced knockdown consistent tumor inhibited suppressed gfpt1 xenograft knockdown vivo growth flux suppresses enhanced dramatically glucose decreased importantly tumor knockdown reflect | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_EVAL | Citance Number: 20 | Citation Text: transcriptional regulatory genes circuitry microrna protein-coding group escs | Reference Offset: [933-1241', 2298-2418', 2792-2998'] | Reference Text: genes circuitry protein-coding mirna promoters sequencing transcriptional short regulatory identification transcripts describe chip-seq quantitative types es multiple based model regulatory generate genes circuitry protein-coding mirna es cellular development therapeutic differentiation circuitry potential understanding transcriptional regulatory es early | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_EVAL | Citance Number: 12 | Citation Text: breast patient decreased reduced ovarian correlates inpp4b survival cancers | Reference Offset: [18245-18453', 19845-20070', 1429-1694'] | Reference Text: involvement loss decreased correlates inpp4b occurs cancers basal-like breast patient heterozygosity ovarian locus survival frequently decreased inpp4b cancers breast findings patient ovarian correlated investigated low survival based fraction lower majority suppressor finally tumor inpp4b cancers breast basal-like patient ovarian correlated suggesting locus survival find | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_TRAIN | Citance Number: 3 | Citation Text: kras occupied gtp-bound genes resulted tumor rock finally rho-related striking surprisingly kinase involved signaling wild-type downstream gata2 active reduction pathways mutant knockdown rho | Reference Offset: [33212-33359', 35807-35950', 36319-36620'] | Reference Text: rho-related occupied signaling numerous gata2 pathways mutant wt striking lung gtp-bound gata2 mutant knockdown rho cancer triggered wt substrate suppressed lung signaling marker chain myosin downstream gata2 mutant knockdown phosphorylation rho cancer activation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_EVAL | Citance Number: 24 | Citation Text: bj receptor primary fibroblasts ecotropic | Reference Offset: [7161-7453', 16366-16613', 28380-28575'] | Reference Text: virus ecotropic selected subsequently receptor vector fibroblasts encoding polyclonal drug population inhibition alter contrast level bj p16ink4a primary fibroblasts low growth p14arf obtained 10% 22 fcs skin dmem 5% bj fibroblasts primary | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_EVAL | Citance Number: 8 | Citation Text: pluripotent type differences fate distinct activate pluripotency underlying transcription cellular networks commitment properties molecular transcriptional models factors program stem mechanisms | Reference Offset: [6952-7314', 1591-1872', 7316-7608'] | Reference Text: sites mouse provide location mirna factor sequencing mirnas fate transcriptional regulatory start program primary quantitative types es mechanisms transcription cellular contributes model reveal differentiation normal circuitry mirna mirnas factors regulatory promote program es self-renewal targets key transcription cellular model post-transcriptional differentiation circuitry understanding mirnas molecular transcriptional regulatory mediated pluripotency regulation core es early produce | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1423_EVAL | Citance Number: 10 | Citation Text: apoptosis genes bh3 plays interacting regulates antiapoptotic bcl-2 mitochondria initiating p53 leading bax cascade domain bh release cytochrome | Reference Offset: [397-552', 6474-6629', 8919-9027'] | Reference Text: bak kill mitochondria bcl-2 proapoptotic family bax require release members cytochrome targeting bh3 tbid wt comparison mitochondria domain required mutant release intact cytochrome peptide bcl-xl domain bh3 derived release antiapoptotic cytochrome | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_TRAIN | Citance Number: 9 | Citation Text: lats2 recently functional approaches mir-372 interactions cancer | Reference Offset: [32174-32393', 34136-34379', 33539-33771'] | Reference Text: lats2 expressing possibility p53kd wt investigate controls mir-373 vector cluster mutant mir-372 suppress processes direct lats2 proliferation effects point mir-373 tumorigenicity mediator mir-372 sites mcf-7 lats2 potent expressing inhibition luciferase mediated target significantly construct mir-372 mutated | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_EVAL | Citance Number: 9 | Citation Text: newly mouse essential development germ differentiation conserved protecting mitotic mirna-mediated arrest mrnas rna repression binding primordial dead zebrafish end regulate | Reference Offset: [1248-1543', 6041-6194', 1646-1748'] | Reference Text: sites demonstrate germ conserved mirnas associating mrnas target binding primordial zebrafish dead end rna-binding prohibits inhibition germ primordial show dead zebrafish end rbp mirna-mediated mrnas dnd1 repression protecting | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 2 | Citation Text: cycle modulate lats2 acts progression inhibiting transition g1/s | Reference Offset: [1345-1448', 2144-2206', 15014-15149'] | Reference Text: lats2 cycle ectopic demonstrated transition g1/s inhibited profile lats2 cycle suppressor transition tumor g1/s steady-state cycle lats2 inhibits virus transition g1/s | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1427_EVAL | Citance Number: 9 | Citation Text: bcl-2 apoptosis family outcome members signals | Reference Offset: [5720-5876', 48997-49246', 51056-51293'] | Reference Text: bcl-2 commitment apoptosis family momp bh3-only interact members antiapoptotic investigate model bak apoptosis exclusively inhibition interacting antiapoptotic present bcl-2 proapoptotic bax family bh3-only multidomain members preventing model bak apoptosis tbid antiapoptotic bcl-2 sequestering family activator inhibit consistent required activation members | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1426_EVAL | Citance Number: 21 | Citation Text: cytotoxic cd4+ surface cd8+ cx3cr1 demonstrated monocytes nk | Reference Offset: [23900-23992', 38832-39047', 4906-5123'] | Reference Text: cd4+ cd8+ monocytes surface added assay express 5% fractalkine cd8+ receptor approximately nk migration functional leukocytes mediate fractalkine receptor identification report cx3cr1 adhesion directly monocytes nk high-affinity | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 4 | Citation Text: apl pod-associated | Reference Offset: [979-1108', 1110-1204', 1726-2086'] | Reference Text: pattern disrupted apl pod pml generate treatment pods triggers apl product retinoic acid receptor genes fusion chimeric translocation apl | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_EVAL | Citance Number: 15 | Citation Text: inactivation ptpn12 likewise inhibitors suppressor tumors tumor frequent kinases tyrosine phosphatase derived multiple sensitive | Reference Offset: [1956-2297', 884-981', 1633-1885'] | Reference Text: ptpn12 suppresses inhibitors egfr tyrosine kinase oncogenic treated inactivated multiple frequently her2 tumorigenesis metastasis transformation kinases breast inhibits phosphatase negative cancer tyrosine screen ptpn12 genetic identify suppressor phosphatase tumor ptpn12 targeting provide collectively identify suppressor tumor cancers kinases tyrosine inactivated based profile | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_EVAL | Citance Number: 9 | Citation Text: cellular member functions ptpn12 selective numerous suppressor tumor diseases tyrosine dysregulation recently phosphatases regulate | Reference Offset: [884-981', 1633-1885', 4182-4396'] | Reference Text: tyrosine screen ptpn12 genetic identify suppressor phosphatase tumor ptpn12 targeting provide collectively identify suppressor tumor cancers kinases tyrosine inactivated based profile serve play tumor suppression tyrosine signaling phosphatases phosphorylation regulate | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1426_EVAL | Citance Number: 16 | Citation Text: chemokine immune innate endothelial predominantly interacts membrane-bound fractalkine receptor activated cx3cr1 cognate killer natural | Reference Offset: [1183-1290', 37770-37989', 921-1181'] | Reference Text: migration fractalkine respond cx3cr1 adhesion killer express predominantly natural chemokine expressing capable fractalkine receptor mucin domain cognate adhesion consistent linked inducing termed migration chemokine support induce occurs requires signaling receptor stalk mucin domain molecules cx3cr1 adhesion | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_EVAL | Citance Number: 16 | Citation Text: ros source chain intracellular production major mitochondrial considered | Reference Offset: [3121-3398', 228-370', 8869-8995'] | Reference Text: cellular evaluate ros oxidative stress production mitochondrial response major postulates oxygen species theory production free intracellular reactive radical major aging sites ros superoxide pathways iii production major | Discourse Facet: | Run ID: BLLIP 1
